ProjectID,BuildingID,BedroomSize,MaxAllowableIncome,TotalUnits,MedianInitialLegalRent,HighInitialLegalRent,LowInitialLegalRent,MedianActualRent,HighActualRent,LowActualRent
52733,4175,1-BR,41%-50%,3,,,,,,
52733,4175,1-BR,51%-60%,3,,,,,,
52733,4175,1-BR,61%-65%,3,,,,,,
52733,4175,3-BR,0%-30%,6,,,,,,
52733,4175,3-BR,31%-40%,3,,,,,,
52733,4175,3-BR,41%-50%,9,,,,,,
52733,4175,3-BR,51%-60%,7,,,,,,
52733,4175,3-BR,61%-65%,3,,,,,,
52733,4175,3-BR,66%-70%,4,,,,,,
52733,4175,3-BR,71%-80%,1,,,,,,
52733,4175,3-BR,81%-90%,1,,,,,,
52733,42408,1-BR,0%-30%,1,,,,,,
52733,42408,1-BR,51%-60%,1,,,,,,
52733,42408,1-BR,61%-65%,1,,,,,,
52733,42408,1-BR,71%-80%,1,,,,,,
52733,42408,2-BR,51%-60%,2,,,,,,
52733,42408,Studio,61%-65%,1,,,,,,
52733,7475,1-BR,41%-50%,2,,,,,,
52733,7475,1-BR,51%-60%,3,,,,,,
52733,7475,1-BR,61%-65%,1,,,,,,
52733,7475,2-BR,0%-30%,1,,,,,,
52733,7475,2-BR,41%-50%,3,,,,,,
52733,7475,2-BR,51%-60%,3,,,,,,
52733,7475,2-BR,61%-65%,1,,,,,,
52733,7475,2-BR,66%-70%,1,,,,,,
52733,7475,2-BR,71%-80%,1,,,,,,
52733,7475,3-BR,0%-30%,2,,,,,,
52733,41409,1-BR,71%-80%,1,,,,,,
52733,41409,2-BR,0%-30%,1,,,,,,
52733,41409,2-BR,31%-40%,2,,,,,,
52733,41409,2-BR,41%-50%,4,,,,,,
52733,41409,2-BR,51%-60%,3,,,,,,
52733,41409,2-BR,61%-65%,1,,,,,,
52733,41409,2-BR,66%-70%,1,,,,,,
52733,41409,3-BR,41%-50%,2,,,,,,
52733,42097,2-BR,0%-30%,6,,,,,,
52733,42097,2-BR,31%-40%,2,,,,,,
52733,42097,2-BR,41%-50%,12,,,,,,
52733,42097,2-BR,51%-60%,6,,,,,,
52733,42097,2-BR,61%-65%,2,,,,,,
52733,42097,2-BR,66%-70%,1,,,,,,
52733,42097,3-BR,0%-30%,1,,,,,,
52733,42097,3-BR,31%-40%,4,,,,,,
52733,42097,3-BR,41%-50%,3,,,,,,
52733,42097,3-BR,51%-60%,3,,,,,,
52733,42097,3-BR,61%-65%,1,,,,,,
52733,41897,1-BR,0%-30%,1,,,,,,
52733,41897,1-BR,41%-50%,2,,,,,,
52733,41897,1-BR,51%-60%,2,,,,,,
52733,41897,2-BR,0%-30%,2,,,,,,
52733,41897,2-BR,41%-50%,1,,,,,,
52733,41897,2-BR,51%-60%,6,,,,,,
52733,41897,2-BR,61%-65%,1,,,,,,
52733,41897,3-BR,51%-60%,1,,,,,,
52733,3437,1-BR,41%-50%,1,,,,,,
52733,3437,2-BR,0%-30%,1,,,,,,
52733,3437,2-BR,31%-40%,3,,,,,,
52733,3437,2-BR,41%-50%,2,,,,,,
52733,3437,2-BR,51%-60%,1,,,,,,
52733,3437,3-BR,41%-50%,3,,,,,,
52733,38846,2-BR,41%-50%,4,,,,,,
52733,38846,3-BR,31%-40%,3,,,,,,
52733,38846,3-BR,41%-50%,1,,,,,,
52733,38846,Studio,31%-40%,1,,,,,,
52733,38846,Studio,41%-50%,2,,,,,,
52733,38846,Studio,51%-60%,1,,,,,,
52733,23437,1-BR,41%-50%,3,,,,,,
52733,23437,1-BR,61%-65%,1,,,,,,
52733,23437,2-BR,31%-40%,5,,,,,,
52733,23437,2-BR,41%-50%,1,,,,,,
52733,23437,2-BR,51%-60%,2,,,,,,
52733,23437,3-BR,31%-40%,1,,,,,,
52733,23452,2-BR,31%-40%,4,,,,,,
54407,108496,1-BR,101%-110%,4,,,,1297.5,1407,1188
54407,108496,1-BR,41%-50%,1,,,,1253,1253,1253
54407,108496,2-BR,101%-110%,11,,,,1339,1613,752
54407,108496,2-BR,41%-50%,7,,,,1059,1613,778
54407,108496,2-BR,SUPER,1,,,,,,
54407,108496,3-BR,101%-110%,4,,,,1140.5,1552,764
54407,108496,3-BR,41%-50%,2,,,,1378.5,1956,801
52722,958049,1-BR,0%-30%,2,,,,,,
52722,958049,1-BR,31%-40%,6,,,,,,
52722,958049,1-BR,41%-50%,3,,,,,,
52722,958049,1-BR,51%-60%,9,,,,,,
52722,958049,1-BR,71%-80%,3,,,,,,
52722,958049,2-BR,0%-30%,2,,,,,,
52722,958049,2-BR,31%-40%,1,,,,,,
52722,958049,2-BR,41%-50%,1,,,,,,
52722,958049,2-BR,51%-60%,1,,,,,,
52722,958049,2-BR,71%-80%,2,,,,,,
52722,958049,2-BR,SUPER,1,,,,,,
52722,958049,3-BR,0%-30%,1,,,,,,
52722,958049,3-BR,31%-40%,1,,,,,,
52722,958049,3-BR,41%-50%,2,,,,,,
52722,958049,3-BR,51%-60%,4,,,,,,
52722,958049,3-BR,71%-80%,2,,,,,,
52722,958049,Studio,31%-40%,5,,,,,,
52722,958049,Studio,41%-50%,6,,,,,,
52722,958049,Studio,51%-60%,5,,,,,,
52722,958049,Studio,71%-80%,1,,,,,,
52722,975847,2-BR,0%-30%,1,,,,,,
52722,975847,2-BR,31%-40%,1,,,,,,
52722,975847,2-BR,41%-50%,1,,,,,,
52722,975847,2-BR,51%-60%,1,,,,,,
52722,975847,2-BR,71%-80%,2,,,,,,
52722,975847,3-BR,0%-30%,2,,,,,,
52722,975847,3-BR,31%-40%,1,,,,,,
52722,975847,3-BR,41%-50%,2,,,,,,
52722,975847,3-BR,51%-60%,5,,,,,,
52722,975847,3-BR,71%-80%,2,,,,,,
52985,79168,1-BR,41%-50%,28,896,921,826,896,921,826
52985,79168,1-BR,51%-60%,1,766,766,766,766,766,766
52985,79168,1-BR,71%-80%,2,1246,1266,1226,1246,1266,1226
52985,79168,2-BR,41%-50%,11,1015,1036,981,1015,1036,981
52985,79168,2-BR,SUPER,1,,,,,,
52985,79168,3-BR,41%-50%,8,1017.5,1145,875,1017.5,1145,875
52985,79168,3-BR,51%-60%,1,905,905,905,905,905,905
52723,955765,1-BR,51%-60%,1,,,,,,
52723,955765,2-BR,41%-50%,6,,,,,,
52723,955765,2-BR,51%-60%,41,,,,,,
52723,955764,1-BR,41%-50%,3,,,,,,
52723,955764,1-BR,51%-60%,12,,,,,,
52723,955764,2-BR,51%-60%,65,,,,,,
52723,955764,3-BR,41%-50%,1,,,,,,
52723,955764,3-BR,51%-60%,20,,,,,,
52667,955526,1-BR,31%-40%,4,,,,532,532,532
52667,955526,1-BR,51%-60%,16,,,,847,847,847
52667,955526,2-BR,31%-40%,5,,,,647,647,647
52667,955526,2-BR,51%-60%,18,,,,1025,1025,1025
52667,955526,2-BR,SUPER,1,,,,,,
52667,955526,3-BR,31%-40%,1,,,,745,745,745
52667,955526,3-BR,51%-60%,5,,,,1182,1182,1182
52667,955526,Studio,31%-40%,2,,,,494,494,494
52667,955526,Studio,51%-60%,6,,,,788,788,788
51726,903004,3-BR,NON-RESTRICTED,8,,,,,,
51990,394979,1-BR,NON-RESTRICTED,1,,,,,,
51990,394979,2-BR,NON-RESTRICTED,4,,,,,,
51812,861876,3-BR,NON-RESTRICTED,6,,,,,,
52396,965076,1-BR,51%-60%,49,,,,,,
52396,965076,1-BR,81%-90%,8,,,,,,
52396,965076,1-BR,91%-100%,37,,,,,,
52396,965076,2-BR,51%-60%,61,,,,,,
52396,965076,2-BR,81%-90%,9,,,,,,
52396,965076,2-BR,91%-100%,48,,,,,,
52396,965076,2-BR,SUPER,1,,,,,,
52396,965076,3-BR,51%-60%,8,,,,,,
52396,965076,3-BR,81%-90%,2,,,,,,
52396,965076,3-BR,91%-100%,8,,,,,,
52396,965076,Studio,41%-50%,14,,,,,,
52396,965076,Studio,81%-90%,3,,,,,,
52396,965076,Studio,91%-100%,8,,,,,,
53277,341076,1-BR,111%-120%,55,,,,,,
53277,341076,2-BR,111%-120%,66,,,,,,
53277,341076,3-BR,111%-120%,21,,,,,,
53277,341076,Studio,111%-120%,17,,,,,,
52817,21585,Studio,NON-RESTRICTED,124,,,,,,
52735,810153,1-BR,41%-50%,17,1560,1560,1560,810,810,230
52735,810153,1-BR,51%-60%,1,1560,1560,1560,890,890,890
52735,810153,2-BR,0%-30%,4,1800,1800,1800,1758,1758,1758
52735,810153,2-BR,41%-50%,71,1800,1800,1800,978,978,283
52735,810153,2-BR,51%-60%,3,1800,1800,1800,976,1130,895
52735,810153,2-BR,-1,1,1800,1800,1800,,,
52735,810153,3-BR,0%-30%,4,2312,2312,2312,2257,2257,2257
52735,810153,3-BR,41%-50%,44,2312,2312,2312,1122,1122,202
52735,810153,3-BR,51%-60%,3,2312,2312,2312,1261,1358,1122
52735,810153,4-BR,41%-50%,2,2493,2493,2493,1257,1257,1257
52083,967329,1-BR,101%-110%,3,,,,,,
52083,967329,1-BR,151%-160%,2,,,,,,
52083,967329,1-BR,161%-170%,1,,,,,,
52083,967329,1-BR,31%-40%,1,,,,,,
52083,967329,1-BR,51%-60%,10,,,,,,
52083,967329,1-BR,NON-RESTRICTED,35,,,,,,
52083,967329,2-BR,101%-110%,8,,,,,,
52083,967329,2-BR,151%-160%,6,,,,,,
52083,967329,2-BR,161%-170%,7,,,,,,
52083,967329,2-BR,31%-40%,2,,,,,,
52083,967329,2-BR,51%-60%,20,,,,,,
52083,967329,2-BR,NON-RESTRICTED,29,,,,,,
52083,967329,3-BR,101%-110%,1,,,,,,
52083,967329,3-BR,31%-40%,1,,,,,,
52083,967329,3-BR,51%-60%,2,,,,,,
52083,967329,3-BR,NON-RESTRICTED,18,,,,,,
52083,967329,Studio,101%-110%,5,,,,,,
52083,967329,Studio,111%-120%,1,,,,,,
52083,967329,Studio,151%-160%,5,,,,,,
52083,967329,Studio,161%-170%,6,,,,,,
52083,967329,Studio,31%-40%,2,,,,,,
52083,967329,Studio,51%-60%,21,,,,,,
52083,967329,Studio,NON-RESTRICTED,25,,,,,,
51652,953622,1-BR,51%-60%,9,,,,,,
51652,953622,1-BR,SUPER,1,,,,,,
51652,953622,2-BR,51%-60%,5,,,,,,
51652,953622,Studio,41%-50%,14,,,,,,
51652,953622,Studio,51%-60%,37,,,,,,
52693,23979,1-BR,51%-60%,2,,,,,,
52693,23979,2-BR,51%-60%,2,,,,,,
52693,23979,Studio,51%-60%,2,,,,,,
52693,18971,1-BR,51%-60%,7,,,,,,
52693,18971,2-BR,51%-60%,1,,,,,,
52349,24188,Studio,51%-60%,50,1191,1191,1129,233,1160,215
52752,297808,2-BR,51%-60%,3,,,,,,
52752,297808,Studio,51%-60%,2,,,,,,
52752,362512,1-BR,51%-60%,6,,,,,,
52752,362512,Studio,51%-60%,1,,,,,,
52752,362510,2-BR,51%-60%,2,,,,,,
52752,362510,Studio,51%-60%,3,,,,,,
52752,297795,2-BR,41%-50%,1,,,,,,
52752,297795,2-BR,51%-60%,5,,,,,,
52752,297779,1-BR,41%-50%,3,,,,,,
52752,297779,1-BR,51%-60%,3,,,,,,
52752,297779,2-BR,51%-60%,1,,,,,,
52752,297818,2-BR,41%-50%,1,,,,,,
52752,297818,2-BR,51%-60%,3,,,,,,
52752,380139,2-BR,51%-60%,5,,,,,,
52752,297807,2-BR,51%-60%,3,,,,,,
52752,297807,Studio,51%-60%,2,,,,,,
52752,297832,2-BR,41%-50%,1,,,,,,
52752,297832,2-BR,51%-60%,2,,,,,,
52752,297832,2-BR,SUPER,1,,,,,,
52752,380148,1-BR,51%-60%,3,,,,,,
52752,380148,2-BR,51%-60%,3,,,,,,
52752,297804,1-BR,51%-60%,2,,,,,,
52752,297804,2-BR,51%-60%,3,,,,,,
52752,297804,Studio,51%-60%,1,,,,,,
52752,301861,2-BR,51%-60%,12,,,,,,
52752,301861,2-BR,SUPER,1,,,,,,
52752,301861,3-BR,51%-60%,3,,,,,,
52752,383504,1-BR,51%-60%,1,,,,,,
52752,383504,2-BR,51%-60%,8,,,,,,
52752,371723,2-BR,51%-60%,6,,,,,,
52752,371723,3-BR,51%-60%,3,,,,,,
52752,382758,2-BR,51%-60%,3,,,,,,
52752,382758,2-BR,SUPER,1,,,,,,
52752,382757,2-BR,51%-60%,4,,,,,,
52752,808371,2-BR,41%-50%,4,,,,,,
52752,808371,2-BR,51%-60%,8,,,,,,
52752,808369,2-BR,51%-60%,4,,,,,,
52752,808368,2-BR,41%-50%,2,,,,,,
52752,808368,2-BR,51%-60%,6,,,,,,
52798,955842,1-BR,41%-50%,7,,,,,,
52798,955842,1-BR,SUPER,1,,,,,,
52798,955842,2-BR,51%-60%,17,,,,,,
52798,955842,Studio,51%-60%,111,,,,,,
51274,804358,Studio,51%-60%,22,,,,,,
51274,6564,1-BR,51%-60%,50,,,,,,
51274,6564,2-BR,51%-60%,87,,,,,,
51274,6564,2-BR,SUPER,1,,,,,,
51274,6564,3-BR,51%-60%,84,,,,,,
51274,804063,1-BR,51%-60%,28,,,,,,
51274,804063,2-BR,51%-60%,43,,,,,,
51274,804063,3-BR,51%-60%,56,,,,,,
51274,804063,4-BR,51%-60%,1,,,,,,
52836,228187,1-BR,51%-60%,69,,,,,,
52836,228187,Studio,51%-60%,36,,,,,,
52941,806388,1-BR,111%-120%,96,,,,,,
52941,806388,2-BR,111%-120%,120,,,,,,
52941,806388,3-BR,111%-120%,48,,,,,,
52941,806388,Studio,111%-120%,48,,,,,,
52941,97290,1-BR,111%-120%,96,,,,,,
52941,97290,2-BR,111%-120%,120,,,,,,
52941,97290,3-BR,111%-120%,48,,,,,,
52941,97290,Studio,111%-120%,48,,,,,,
52941,806181,1-BR,111%-120%,96,,,,,,
52941,806181,2-BR,111%-120%,120,,,,,,
52941,806181,3-BR,111%-120%,48,,,,,,
52941,806181,Studio,111%-120%,48,,,,,,
52941,806390,1-BR,111%-120%,96,,,,,,
52941,806390,2-BR,111%-120%,120,,,,,,
52941,806390,3-BR,111%-120%,48,,,,,,
52941,806390,Studio,111%-120%,48,,,,,,
52941,806389,1-BR,111%-120%,96,,,,,,
52941,806389,2-BR,111%-120%,120,,,,,,
52941,806389,3-BR,111%-120%,48,,,,,,
52941,806389,Studio,111%-120%,48,,,,,,
52941,109464,1-BR,111%-120%,96,,,,,,
52941,109464,2-BR,111%-120%,120,,,,,,
52941,109464,3-BR,111%-120%,48,,,,,,
52941,109464,Studio,111%-120%,48,,,,,,
52674,40979,1-BR,51%-60%,11,,,,,,
52674,40979,Studio,51%-60%,9,,,,,,
52674,39869,1-BR,51%-60%,2,,,,,,
52674,39869,2-BR,41%-50%,3,,,,,,
52674,39869,2-BR,51%-60%,7,,,,,,
52674,39869,3-BR,41%-50%,2,,,,,,
52674,39869,3-BR,51%-60%,4,,,,,,
52674,28111,1-BR,51%-60%,6,,,,,,
52674,28111,2-BR,51%-60%,4,,,,,,
52674,40339,1-BR,0%-30%,1,,,,,,
52674,40339,1-BR,51%-60%,7,,,,,,
52674,40339,2-BR,0%-30%,1,,,,,,
52674,40339,2-BR,51%-60%,5,,,,,,
52674,40339,3-BR,51%-60%,5,,,,,,
52674,40339,Studio,51%-60%,6,,,,,,
52674,4060,1-BR,51%-60%,1,,,,,,
52674,4060,2-BR,51%-60%,8,,,,,,
52674,23590,2-BR,51%-60%,8,,,,,,
52674,41105,2-BR,41%-50%,9,,,,,,
52674,41105,2-BR,51%-60%,15,,,,,,
52674,40974,2-BR,51%-60%,2,,,,,,
52674,40974,3-BR,51%-60%,8,,,,,,
52674,40053,1-BR,51%-60%,1,,,,,,
52674,40053,2-BR,51%-60%,3,,,,,,
52674,40976,2-BR,51%-60%,5,,,,,,
52674,40976,3-BR,51%-60%,4,,,,,,
52674,40976,Studio,51%-60%,1,,,,,,
52674,4067,1-BR,51%-60%,6,,,,,,
52674,4067,2-BR,51%-60%,8,,,,,,
52674,40049,1-BR,0%-30%,3,,,,,,
52674,40049,1-BR,31%-40%,2,,,,,,
52674,40049,1-BR,41%-50%,2,,,,,,
52674,40049,1-BR,51%-60%,9,,,,,,
52674,40049,1-BR,61%-65%,1,,,,,,
52674,40049,2-BR,0%-30%,1,,,,,,
52674,40049,2-BR,51%-60%,4,,,,,,
52674,40049,Studio,31%-40%,3,,,,,,
52674,40049,Studio,51%-60%,3,,,,,,
52674,40049,Studio,61%-65%,1,,,,,,
52674,39807,1-BR,41%-50%,5,,,,,,
52674,39807,1-BR,51%-60%,5,,,,,,
52674,39807,1-BR,61%-65%,2,,,,,,
52674,39807,2-BR,0%-30%,1,,,,,,
52674,39807,2-BR,31%-40%,1,,,,,,
52674,39807,2-BR,41%-50%,4,,,,,,
52674,39807,2-BR,51%-60%,6,,,,,,
52674,40380,1-BR,51%-60%,4,,,,,,
52674,40378,1-BR,51%-60%,4,,,,,,
52674,41124,1-BR,51%-60%,2,,,,,,
52674,41124,2-BR,41%-50%,1,,,,,,
52674,41124,2-BR,51%-60%,3,,,,,,
52674,41124,3-BR,41%-50%,1,,,,,,
52674,41124,3-BR,51%-60%,3,,,,,,
52674,41124,Studio,41%-50%,1,,,,,,
52674,39782,1-BR,41%-50%,3,,,,,,
52674,39782,1-BR,51%-60%,9,,,,,,
52674,39782,2-BR,51%-60%,11,,,,,,
52674,39782,Studio,41%-50%,1,,,,,,
52674,40350,1-BR,51%-60%,4,,,,,,
52674,40350,2-BR,51%-60%,4,,,,,,
52674,40978,2-BR,51%-60%,5,,,,,,
52674,40978,3-BR,51%-60%,4,,,,,,
52674,40978,Studio,51%-60%,1,,,,,,
52674,4055,1-BR,51%-60%,5,,,,,,
52674,4055,2-BR,51%-60%,4,,,,,,
52674,40379,1-BR,51%-60%,4,,,,,,
52674,40383,1-BR,51%-60%,4,,,,,,
52674,40059,1-BR,51%-60%,1,,,,,,
52674,40059,2-BR,51%-60%,3,,,,,,
52674,40225,2-BR,51%-60%,14,,,,,,
52674,40957,1-BR,51%-60%,11,,,,,,
52674,40957,2-BR,51%-60%,5,,,,,,
52674,40957,Studio,51%-60%,1,,,,,,
52674,40055,1-BR,51%-60%,4,,,,,,
52674,40956,2-BR,51%-60%,9,,,,,,
52674,40956,Studio,51%-60%,1,,,,,,
52674,2660,1-BR,51%-60%,13,,,,,,
52674,2660,2-BR,51%-60%,13,,,,,,
52674,2660,4-BR,51%-60%,1,,,,,,
52661,956798,1-BR,91%-100%,15,,,,,,
52661,956798,2-BR,91%-100%,30,,,,,,
52661,956798,3-BR,91%-100%,12,,,,,,
52610,950310,1-BR,101%-110%,10,,,,,,
52610,950310,1-BR,121%-130%,6,,,,,,
52610,950310,1-BR,51%-60%,16,,,,,,
52610,950310,1-BR,91%-100%,33,,,,,,
52610,950310,2-BR,101%-110%,10,,,,,,
52610,950310,2-BR,121%-130%,6,,,,,,
52610,950310,2-BR,51%-60%,16,,,,,,
52610,950310,2-BR,91%-100%,33,,,,,,
52610,950310,3-BR,101%-110%,4,,,,,,
52610,950310,3-BR,121%-130%,3,,,,,,
52610,950310,3-BR,51%-60%,6,,,,,,
52610,950310,3-BR,91%-100%,13,,,,,,
52610,950310,Studio,101%-110%,1,,,,,,
52610,950310,Studio,51%-60%,3,,,,,,
52610,950310,Studio,91%-100%,3,,,,,,
53437,64657,1-BR,51%-60%,4,1444,1444,1444,1203,1203,1203
53437,64657,2-BR,51%-60%,23,1733,1733,1733,1444,1444,1444
53437,64657,3-BR,51%-60%,16,1950,1950,1950,1625,1625,1625
53437,45511,1-BR,51%-60%,22,1337,1337,1337,1114,1114,1114
53437,45511,2-BR,51%-60%,34,1595,1595,1595,1329,1329,1329
53437,45511,3-BR,51%-60%,8,1811,1811,1811,1509,1509,1509
53437,45509,1-BR,51%-60%,12,1337,1337,1337,1114,1114,1114
53437,45509,2-BR,51%-60%,59,1595,1595,1595,1329,1329,1329
53437,45509,3-BR,51%-60%,11,1811,1811,1811,1509,1509,1509
53437,806776,1-BR,51%-60%,6,1444,1444,1444,1203,1203,1203
53437,806776,2-BR,51%-60%,29,1733,1733,1733,1444,1444,1444
53437,806776,3-BR,51%-60%,24,1950,1950,1950,1625,1625,1625
52758,232319,1-BR,51%-60%,3,,,,,,
52758,232319,2-BR,41%-50%,2,,,,,,
52758,232319,2-BR,51%-60%,1,,,,,,
52758,334922,2-BR,51%-60%,1,,,,,,
52758,334922,3-BR,161%-170%,1,,,,,,
52758,334922,3-BR,41%-50%,1,,,,,,
52758,213936,2-BR,51%-60%,1,,,,,,
52758,213936,3-BR,51%-60%,1,,,,,,
52758,362714,1-BR,51%-60%,2,,,,,,
52758,362714,2-BR,161%-170%,3,,,,,,
52758,362714,2-BR,41%-50%,2,,,,,,
52758,362714,2-BR,51%-60%,9,,,,,,
52758,334901,1-BR,41%-50%,3,,,,,,
52758,334901,1-BR,51%-60%,3,,,,,,
52758,232317,1-BR,41%-50%,2,,,,,,
52758,232317,1-BR,51%-60%,1,,,,,,
52758,232317,2-BR,51%-60%,3,,,,,,
52758,334936,1-BR,41%-50%,2,,,,,,
52758,334936,1-BR,51%-60%,4,,,,,,
52758,376556,1-BR,51%-60%,1,,,,,,
52758,376556,2-BR,161%-170%,2,,,,,,
52758,376556,2-BR,51%-60%,5,,,,,,
52758,334939,1-BR,41%-50%,1,,,,,,
52758,334939,1-BR,51%-60%,5,,,,,,
52758,334915,1-BR,41%-50%,2,,,,,,
52758,334915,1-BR,51%-60%,6,,,,,,
52758,334892,1-BR,51%-60%,6,,,,,,
52758,380112,1-BR,161%-170%,1,,,,,,
52758,380112,1-BR,51%-60%,1,,,,,,
52758,380112,2-BR,161%-170%,2,,,,,,
52758,380112,2-BR,51%-60%,8,,,,,,
52758,380112,3-BR,161%-170%,5,,,,,,
52758,380112,3-BR,41%-50%,2,,,,,,
52758,380112,3-BR,51%-60%,7,,,,,,
52758,334889,1-BR,41%-50%,4,,,,,,
52758,334889,1-BR,51%-60%,2,,,,,,
52758,334886,1-BR,51%-60%,6,,,,,,
52758,234869,2-BR,161%-170%,3,,,,,,
52758,234869,2-BR,51%-60%,11,,,,,,
52758,234869,3-BR,51%-60%,4,,,,,,
52758,234869,4-BR,51%-60%,4,,,,,,
52758,234869,Studio,51%-60%,1,,,,,,
52758,301835,2-BR,161%-170%,6,,,,,,
52758,301835,2-BR,51%-60%,4,,,,,,
52758,301835,Studio,161%-170%,2,,,,,,
52758,301835,Studio,41%-50%,3,,,,,,
52758,301835,Studio,51%-60%,8,,,,,,
52758,334903,1-BR,41%-50%,3,,,,,,
52758,334903,1-BR,51%-60%,3,,,,,,
52758,185927,1-BR,161%-170%,5,,,,,,
52758,185927,1-BR,51%-60%,3,,,,,,
52758,185927,2-BR,161%-170%,3,,,,,,
52758,185927,2-BR,51%-60%,3,,,,,,
52758,185927,Studio,51%-60%,4,,,,,,
52758,380683,1-BR,51%-60%,1,,,,,,
52758,380683,2-BR,51%-60%,5,,,,,,
52758,314170,1-BR,51%-60%,1,,,,,,
52758,314170,2-BR,161%-170%,1,,,,,,
52758,314170,2-BR,51%-60%,14,,,,,,
52758,314270,2-BR,161%-170%,1,,,,,,
52758,314270,2-BR,51%-60%,5,,,,,,
52758,330375,1-BR,41%-50%,2,,,,,,
52758,330375,1-BR,51%-60%,6,,,,,,
52758,330375,Studio,41%-50%,1,,,,,,
52758,330375,Studio,51%-60%,7,,,,,,
52758,330367,2-BR,51%-60%,1,,,,,,
52758,330367,3-BR,51%-60%,1,,,,,,
52758,313959,1-BR,51%-60%,1,,,,,,
52758,313959,2-BR,51%-60%,5,,,,,,
52758,313969,1-BR,161%-170%,1,,,,,,
52758,313969,2-BR,161%-170%,1,,,,,,
52758,313969,2-BR,51%-60%,4,,,,,,
52758,379354,1-BR,51%-60%,1,,,,,,
52758,379354,2-BR,41%-50%,3,,,,,,
52758,379354,2-BR,51%-60%,1,,,,,,
52758,379354,Studio,51%-60%,1,,,,,,
52758,287626,1-BR,161%-170%,1,,,,,,
52758,287626,1-BR,51%-60%,4,,,,,,
52758,287626,2-BR,51%-60%,3,,,,,,
52758,287626,3-BR,161%-170%,1,,,,,,
52758,287626,3-BR,51%-60%,3,,,,,,
52758,287616,1-BR,41%-50%,1,,,,,,
52758,287616,1-BR,51%-60%,5,,,,,,
52758,287616,2-BR,161%-170%,2,,,,,,
52758,287616,2-BR,51%-60%,5,,,,,,
52758,287616,3-BR,161%-170%,1,,,,,,
52758,287616,3-BR,51%-60%,2,,,,,,
52758,287624,1-BR,41%-50%,2,,,,,,
52758,287624,1-BR,51%-60%,4,,,,,,
52758,287624,2-BR,161%-170%,1,,,,,,
52758,287624,2-BR,41%-50%,2,,,,,,
52758,287624,2-BR,51%-60%,11,,,,,,
52758,287645,1-BR,51%-60%,2,,,,,,
52758,287645,2-BR,41%-50%,1,,,,,,
52758,287645,2-BR,51%-60%,9,,,,,,
52758,287645,3-BR,51%-60%,4,,,,,,
52758,287213,1-BR,51%-60%,3,,,,,,
52758,287213,2-BR,161%-170%,1,,,,,,
52758,287213,2-BR,51%-60%,5,,,,,,
52758,287213,3-BR,41%-50%,1,,,,,,
52758,287213,Studio,51%-60%,2,,,,,,
52758,351579,1-BR,161%-170%,2,,,,,,
52758,351579,1-BR,51%-60%,2,,,,,,
52758,351579,2-BR,161%-170%,3,,,,,,
52758,351579,2-BR,51%-60%,13,,,,,,
52758,351579,Studio,41%-50%,1,,,,,,
52758,351579,Studio,51%-60%,1,,,,,,
52758,349937,1-BR,41%-50%,8,,,,,,
52758,349937,1-BR,51%-60%,4,,,,,,
52758,349937,2-BR,41%-50%,2,,,,,,
52758,349937,2-BR,51%-60%,2,,,,,,
67079,952514,1-BR,41%-50%,6,,,,,,
67079,952514,1-BR,51%-60%,25,,,,,,
67079,952514,2-BR,41%-50%,5,,,,,,
67079,952514,2-BR,51%-60%,17,,,,,,
67079,952514,2-BR,SUPER,1,,,,,,
55403,42693,1-BR,51%-60%,22,,,,,,
55403,42693,2-BR,91%-100%,1,,,,,,
55403,42693,Studio,51%-60%,74,,,,,,
55403,42693,Studio,71%-80%,1,,,,,,
62039,120780,1-BR,51%-60%,11,,,,,,
62039,120780,2-BR,51%-60%,39,,,,,,
62039,120780,Studio,51%-60%,29,,,,,,
51278,951227,1-BR,31%-40%,3,,,,532,532,532
51278,951227,1-BR,51%-60%,8,,,,847,847,847
51278,951227,2-BR,31%-40%,9,,,,647,647,647
51278,951227,2-BR,51%-60%,36,,,,1025,1025,1025
51278,951227,2-BR,SUPER,1,,,,,,
51278,951227,3-BR,31%-40%,1,,,,745,745,745
51278,951227,3-BR,51%-60%,5,,,,1182,1182,1182
51278,951227,Studio,31%-40%,5,,,,494,494,494
51278,951227,Studio,51%-60%,21,,,,788,788,788
51666,956416,3-BR,NON-RESTRICTED,6,,,,,,
51666,956409,2-BR,NON-RESTRICTED,4,,,,,,
51666,956409,3-BR,NON-RESTRICTED,2,,,,,,
51666,956421,3-BR,NON-RESTRICTED,6,,,,,,
51666,956403,3-BR,NON-RESTRICTED,6,,,,,,
51666,956403,Studio,NON-RESTRICTED,1,,,,,,
51666,956417,3-BR,NON-RESTRICTED,4,,,,,,
51666,956432,2-BR,NON-RESTRICTED,4,,,,,,
51666,956432,3-BR,NON-RESTRICTED,2,,,,,,
51666,956411,2-BR,NON-RESTRICTED,4,,,,,,
51666,956411,3-BR,NON-RESTRICTED,2,,,,,,
51666,956412,3-BR,NON-RESTRICTED,6,,,,,,
51666,956408,3-BR,NON-RESTRICTED,6,,,,,,
51666,956407,2-BR,NON-RESTRICTED,4,,,,,,
51666,956407,3-BR,NON-RESTRICTED,2,,,,,,
51666,956406,2-BR,NON-RESTRICTED,4,,,,,,
51666,956406,3-BR,NON-RESTRICTED,2,,,,,,
51666,956400,3-BR,NON-RESTRICTED,6,,,,,,
